area;ciudad;conglomerado;vivienda;hogar;persona;s1p2;s1p3;s1p3b;s1p4;s1p5a;s1p5b;s1p6;s1p7;s1p8;s1p9;s1p10;s1p11;s1p12a;s1p12b;s1p13;s1p14a;s1p14c;s2p1;s2p2a;s2p2b;s2p3;s2p41;s2p42;s2p43;s2p44;s2p45;s2p5;s2p6;s2p7a;s2p7b;s2p8;s2p9;s2p10a;s2p10b;s6p1a;s6p1b;s6p2;s6p3;s6p4;s6p4a;s6p4b;s6p4c;s6p4d;s7p1a;s7p1b;s7p1a1;s7p1b1;s7p1b2;s7p1b3;s7p1b4;s7p1b5;s7p1b6;s7p2;s7p211;s7p212;s7p213;s7p214;s7p3;s7p4;s7p5;s7p6;s7p71;s7p72;s7p73;s7p74;s7p75;s7p76;s7p77;s7p78;s7p79;upm;estrato;fexp;id_hogar;id_per
1;090650;001601;07;1;02;2;26;1;3;10;10;2;3;3;6;2;15;6;4; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;1;5;8;10;1;1;4;1;1;1;1;1;1;2;1;1;2;090650001601;911;472,547201910593;090650001601071;09065000160107102
1;090650;001601;07;1;03;2;13;2;3;10;10;6;3;3;6;1; ;5;8;1; ; ;1;4;9;1;1;1;1;1;1;3;3;2; ;2;2;2; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;5;8;10;1;1;4;1; ; ; ; ; ; ; ; ; ;090650001601;911;607,245632892026;090650001601071;09065000160107103
1;090650;001601;07;1;04;2;6;2;5;10;10; ;3;3;6;1; ;5;1;1; ; ;1;4;2;1;1;1;1;2;2;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;607,245632892026;090650001601071;09065000160107104
1;090650;001601;07;1;05;2;5;2;5;10;10; ;3;3;6;1; ;5;0;1; ; ;1;4;1;1;1;1;1;2;2;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;607,245632892026;090650001601071;09065000160107105
1;090650;001601;09;1;01;1;40;1;1;10;10;1;3;3;6;2;5;6;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1;1;6;0;3;0;1;1;1;1;1;1;2;2;1;1;2;7;8;10;1;1;2;2; ; ; ; ; ; ; ; ; ;090650001601;911;479,58382340667;090650001601091;09065000160109101
1;090650;001601;09;1;02;2;43;2;2;10;10;1;3;3;6;2;8;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1;1;4;0;2;0;1;1;1;1;1;1;2;2;1;1;2;5;13;13;1;1;4;2; ; ; ; ; ; ; ; ; ;090650001601;911;472,547201910593;090650001601091;09065000160109102
1;090650;001601;09;1;03;1;20;2;3;10;10;6;3;3;6;2;13;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1;1;6;0;3;0;1;1;1;1;1;1;1;2;1;1;2;5;7;8;1;1;5;2; ; ; ; ; ; ; ; ; ;090650001601;911;479,58382340667;090650001601091;09065000160109103
1;090650;001601;10;1;01;1;50;2;1;10;10;5;3;3;6;2;1;6;5; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;479,58382340667;090650001601101;09065000160110101
1;090650;001601;10;1;02;2;49;2;2;1;10;5;3;3;6;2;8;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;472,547201910593;090650001601101;09065000160110102
1;090650;001601;10;1;03;2;26;2;3;10;10;6;3;3;6;2;3;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;472,547201910593;090650001601101;09065000160110103
1;090650;001601;10;1;04;2;30;1;3;10;10;6;3;3;6;2;3;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;472,547201910593;090650001601101;09065000160110104
1;090650;001601;10;1;05;2;11;2;5;10;10; ;3;3;6;1; ;5;6;1; ; ;1;4;7;1;2;2;2;2;2;1;1;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;607,245632892026;090650001601101;09065000160110105
1;090650;001601;10;1;06;1;10;2;5;10;10; ;3;3;6;1; ;5;5;1; ; ;1;4;6;1;2;2;2;2;2;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;550,404279428035;090650001601101;09065000160110106
1;090650;001601;10;1;07;1;9;2;5;10;10; ;3;3;6;1; ;5;4;1; ; ;1;4;5;1;2;2;2;2;2;1;1;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;550,404279428035;090650001601101;09065000160110107
1;090650;001601;11;1;01;2;44;1;1;10;10;2;3;3;6;2;8;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;472,547201910593;090650001601111;09065000160111101
1;090650;001601;11;1;02;1;8;2;3;10;10; ;3;3;6;1; ;5;3;1; ; ;1;4;4;1;1;1;2;2;2;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;550,404279428035;090650001601111;09065000160111102
1;090650;001601;12;1;01;2;22;2;1;10;10;6;3;3;5;1; ;7;3; ; ; ;1;8;1; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;2;5;13;13;1;1;2;1;1;1;1;1;1;1;1;2;2;090650001601;911;472,547201910593;090650001601121;09065000160112101
1;090650;001601;12;1;02;1;17;1;7;10;10;6;3;3;5;1; ;7;3; ; ; ;1;8;1; ; ; ; ; ; ;1;1;2; ; ; ; ; ;1;2;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;2;5;13;13;1;1;2;1;1;1;1;1;2;1;1;2;2;090650001601;911;479,58382340667;090650001601121;09065000160112102
1;090650;001601;12;1;03;1;16;2;7;10;10;6;3;3;5;1; ;7;1; ; ; ;1;6;2;1;1;2;1;1;1;1;1;2; ; ; ; ; ;1;2;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;2;5;13;13;1;1;2;1;1;1;1;1;2;1;1;2;2;090650001601;911;479,58382340667;090650001601121;09065000160112103
1;090650;001601;13;1;01;1;46;2;1;10;10;5;3;3;6;2;5;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;4;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;479,58382340667;090650001601131;09065000160113101
1;090650;001601;13;1;02;2;39;2;2;10;10;5;3;3;6;2;3;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;2;0;0;0;1;1;1;1;1;1;2;2;2;1;2;10;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;090650001601;911;472,547201910593;090650001601131;09065000160113102
1;090650;001601;13;1;03;1;18;1;3;10;10;6;3;3;6;2;11;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;2;1;2;0;2;0;1;1;1;1;1;1;2;2;2;1;2;5;7;13;5;1;4;1;2;2;1;2;1;1;2;2;2;090650001601;911;479,58382340667;090650001601131;09065000160113103
1;090650;001601;13;1;04;2;17;2;3;10;10;6;3;3;6;1; ;7;2; ; ; ;1;6;3;1;1;1;1;1;1;1;1;2; ; ; ; ; ;2; ;3;2;1;2;0;0;0;1;1;1;1;1;1;2;2;2;1;2;5;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;090650001601;911;472,547201910593;090650001601131;09065000160113104
1;090650;001601;13;1;05;2;9;2;3;10;10; ;3;3;6;1; ;5;4;1; ; ;1;4;5;1;1;1;1;1;1;1;1;2; ;1;1;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;607,245632892026;090650001601131;09065000160113105
1;090650;001601;13;1;06;1;6;2;3;10;10; ;3;3;6;1; ;5;1;1; ; ;1;4;2;1;1;1;1;1;1;1;1;2; ;1;1;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650001601;911;550,404279428035;090650001601131;09065000160113106
1;090650;001601;14;1;01;1;40;1;1;10;10;2;3;3;6;2;5;6;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;1;13;13;5;1;2;2; ; ; ; ; ; ; ; ; ;090650001601;911;479,58382340667;090650001601141;09065000160114101
1;090650;001601;14;1;02;2;15;2;3;10;10;3;3;3;6;1; ;5;10;1; ; ;1;6;1;1;1;1;1;1;1;3;3;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;1;5;7;5;1;4;1;1;1;1;2;2;2;2;2;2;090650001601;911;472,547201910593;090650001601141;09065000160114102
1;090650;002401;02;1;01;2;36;1;1;10;10;6;3;3;6;2;5;9;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;3;0;1;0;1;1;1;1;1;1;1;1;1;1;1;4;5;10;2;1;1;1;1;1;1;2;2;1;2;2;2;090650002401;913;291,088572719613;090650002401021;09065000240102101
1;090650;002401;02;1;02;2;15;2;3;10;10;6;3;3;6;1; ;5;7;1; ; ;1;4;8;1;1;1;1;1;1;3;3;2; ; ; ; ; ;1;1;1;1;1;3;0;1;0;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;291,088572719613;090650002401021;09065000240102102
1;090650;002401;02;1;03;2;7;2;3;10;10; ;3;3;6;1; ;5;5;1; ; ;1;4;6;1;1;1;1;1;1;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;374,062662637883;090650002401021;09065000240102103
1;090650;002401;02;1;04;2;62;2;9;1;10;6;3;3;6;2;3;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;1;1;3;0;1;0;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;291,088572719613;090650002401021;09065000240102104
1;090650;002401;04;1;01;1;57;2;1;1;10;1;3;3;6;2;5;9;5; ;1;650735;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;10;1;1;10;2; ; ; ; ; ; ; ; ; ;090650002401;913;295,42312406132;090650002401041;09065000240104101
1;090650;002401;04;1;02;2;54;1;2;1;10;1;3;3;6;2;2;10;1; ;1;730101;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;291,088572719613;090650002401041;09065000240104102
1;090650;002401;04;1;03;1;31;2;3;10;10;1;3;3;6;1; ;9;6; ;2; ;1;9;2; ; ; ; ; ; ;3;3;2; ; ; ; ; ;1;1;1;1;1;0;0;2;0;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;295,42312406132;090650002401041;09065000240104103
1;090650;002401;04;1;04;2;24;2;3;10;10;1;3;3;6;2;2;9;5; ;1;650101;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;0;0;2;0;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;291,088572719613;090650002401041;09065000240104104
1;090650;002401;05;1;01;1;49;2;1;1;10;5;3;3;6;2;1;10;2; ;1;730405;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;10;1;1;3;1;1;1;2;2;2;2;2;2;2;090650002401;913;295,42312406132;090650002401051;09065000240105101
1;090650;002401;05;1;02;2;30;2;2;1;10;5;3;3;6;2;1;9;5; ;1;650605;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;5;10;11;1;1;2;1;1;1;2;2;2;2;2;2;2;090650002401;913;291,088572719613;090650002401051;09065000240105102
1;090650;002401;05;1;03;1;3;2;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;090650002401;913;339,048449487565;090650002401051;09065000240105103
1;090650;002401;05;1;04;2;0;2;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;090650002401;913;374,062662637883;090650002401051;09065000240105104
1;090650;002401;05;1;05;2;57;1;6;1;10;4;3;3;6;2;1;9;4; ;1;650402;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;291,088572719613;090650002401051;09065000240105105
1;090650;002401;07;1;01;1;51;2;1;2;10;1;3;3;6;2;5;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;4;10;2;1;5;1;1;1;1;1;1;1;1;1;2;090650002401;913;295,42312406132;090650002401071;09065000240107101
1;090650;002401;07;1;02;2;54;2;2;1;10;1;3;3;6;2;1;9;1; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;2;2;1;1;1;2;7;8;1;1;5;1;1;1;1;2;1;1;1;1;2;090650002401;913;291,088572719613;090650002401071;09065000240107102
1;090650;002401;07;1;03;1;20;1;3;10;10;6;3;3;6;1; ;9;1; ;2; ;1;8;2; ; ; ; ; ; ;3;3;2; ; ; ; ; ;2; ;3;2;1;0;0;5;0;1;1;1;1;1;1;1;1;1;1;1;2;5;8;3;1;6;1;1;1;1;1;1;1;1;1;2;090650002401;913;295,42312406132;090650002401071;09065000240107103
1;090650;002401;08;1;01;2;50;1;1;1;10;6;3;3;6;2;2;10;3; ;1;730933;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;3;5;6;1;1;10;1;2;2;1;2;2;2;2;2;2;090650002401;913;291,088572719613;090650002401081;09065000240108101
1;090650;002401;08;1;02;2;23;2;3;10;10;6;3;3;6;1; ;9;2; ;2; ;1;8;3; ; ; ; ; ; ;3;3;2; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;291,088572719613;090650002401081;09065000240108102
1;090650;002401;09;1;01;1;48;1;1;1;10;3;4;4;7;2;2;9;5; ;1;650405;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;1;1;0;0;2;0;1;2;1;1;1;1;1;1;1;1;1;2;5;10;2;1;8;1;1;1;1;1;1;1;1;1;2;090650002401;913;295,42312406132;090650002401091;09065000240109101
1;090650;002401;10;1;01;2;21;2;1;1;10;6;3;3;7;1; ;7;3; ; ; ;1;7;1; ; ; ; ; ; ;3;3;2; ; ; ; ; ;2; ;1;1;1;5;0;2;0;1;1;1;1;1;1;1;1;1;1;1;2;4;10;1;1;1;1;1;1;1;1;2;1;2;2;2;090650002401;913;291,088572719613;090650002401101;09065000240110101
1;090650;002401;10;1;02;1;18;1;9;10;10;6;3;3;7;1; ;7;3; ; ; ;1;7;1; ; ; ; ; ; ;3;3;2; ; ; ; ; ;1;1;1;1;1;5;0;2;0;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;1;1;1;1;1;2;2;2;1;2;2;090650002401;913;295,42312406132;090650002401101;09065000240110102
1;090650;002401;11;1;01;2;57;2;1;1;10;6;3;3;6;2;2;9;6; ;1;650510;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;2;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;3;1;1;1;1;2;2;2;2;2;2;090650002401;913;291,088572719613;090650002401111;09065000240111101
1;090650;002401;11;1;02;2;28;2;3;1;10;6;3;3;6;2;2;9;4; ;1;650404;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;2;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;20;1;1;1;1;2;2;1;2;2;2;090650002401;913;291,088572719613;090650002401111;09065000240111102
1;090650;002401;11;1;03;1;21;1;3;1;10;6;3;3;6;1; ;9;4; ;2; ;1;8;4; ; ; ; ; ; ;3;3;2; ; ; ; ; ;2; ;1;1;1;2;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;20;1;1;1;1;2;1;1;1;1;2;090650002401;913;295,42312406132;090650002401111;09065000240111103
1;090650;002401;12;1;01;2;37;1;1;10;10;1;3;3;6;1; ;9;2; ;2; ;1;8;3; ; ; ; ; ; ;3;3;2; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;3;4;1;1;5;1;2;2;1;2;2;2;2;2;2;090650002401;913;291,088572719613;090650002401121;09065000240112101
1;090650;002401;12;1;02;1;38;2;2;1;10;1;3;3;6;1; ;9;3; ;2; ;1;8;4; ; ; ; ; ; ;3;3;2; ; ; ; ; ;2; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;295,42312406132;090650002401121;09065000240112102
1;090650;002401;12;1;03;1;14;2;3;10;10;6;3;3;6;1; ;5;9;1; ; ;1;4;10;1;1;1;1;1;1;3;3;2; ;2;2;2; ;2; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;339,048449487565;090650002401121;09065000240112103
1;090650;002401;12;1;04;1;13;2;3;10;10;6;3;3;6;1; ;5;7;1; ; ;1;4;8;1;1;1;1;1;1;3;3;2; ;2;2;2; ;2; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;339,048449487565;090650002401121;09065000240112104
1;090650;002401;12;1;05;2;10;2;3;10;10; ;3;3;6;1; ;5;4;1; ; ;1;4;5;1;1;1;1;1;1;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;374,062662637883;090650002401121;09065000240112105
1;090650;002401;12;1;06;2;56;2;6;10;10;6;3;3;6;2;2;9;5; ;1;650321;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;291,088572719613;090650002401121;09065000240112106
1;090650;002401;14;1;01;2;44;1;1;10;10;3;3;3;6;2;8;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;5;8;9;10;5;1;2;2; ; ; ; ; ; ; ; ; ;090650002401;913;291,088572719613;090650002401141;09065000240114101
1;090650;002401;14;1;02;2;26;2;3;10;10;2;3;3;6;1; ;8;1; ;2; ;1;7;2; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;5;6;9;10;5;1;2;2; ; ; ; ; ; ; ; ; ;090650002401;913;291,088572719613;090650002401141;09065000240114102
1;090650;002401;14;1;03;2;26;2;3;10;10;5;3;3;6;1; ;5;10;1; ; ;1;6;1;1;1;1;1;2;2;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;3;5;8;9;4;1;1;1;1;1;1;1;1;1;1;1;1;090650002401;913;291,088572719613;090650002401141;09065000240114103
1;090650;002401;14;1;04;1;6;2;3;10;10; ;3;3;6;1; ;5;1;1; ; ;1;4;2;1;1;1;1;2;2;1;1;2; ;1;1;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;339,048449487565;090650002401141;09065000240114104
1;090650;002401;14;1;05;1;7;2;5;10;10; ;3;3;6;1; ;5;1;1; ; ;1;4;2;1;1;1;1;2;2;1;1;2; ;1;1;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;339,048449487565;090650002401141;09065000240114105
1;090650;002401;14;1;06;2;3;2;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;090650002401;913;374,062662637883;090650002401141;09065000240114106
1;090650;002401;14;1;07;2;2;2;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;090650002401;913;374,062662637883;090650002401141;09065000240114107
1;090650;002401;14;1;08;1;0;2;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;090650002401;913;339,048449487565;090650002401141;09065000240114108
1;090650;002401;15;1;01;2;48;1;1;1;10;3;3;3;6;2;5;9;6; ;1;650406;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;4;0;2;0;1;1;1;1;1;1;1;1;1;1;1;2;7;10;2;1;5;1;1;1;1;2;1;2;2;2;2;090650002401;913;291,088572719613;090650002401151;09065000240115101
1;090650;002401;15;1;02;1;12;2;3;1;10;6;3;3;6;1; ;5;6;1; ; ;1;4;7;1;1;1;1;1;1;3;3;2; ;2;2;2; ;1;1;1;1;1;4;0;2;0;1;1;1;1;1;1;1;1;1;1;1;2;7;8;1;1;3;1; ; ; ; ; ; ; ; ; ;090650002401;913;339,048449487565;090650002401151;09065000240115102
1;090650;002401;16;1;01;2;50;1;1;1;10;3;3;3;6;2;5;9;5; ;1;650406;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;8;10;2;1;5;1;1;1;1;1;1;1;1;1;2;090650002401;913;291,088572719613;090650002401161;09065000240116101
1;090650;002401;16;1;02;1;24;2;3;1;10;6;4;3;6;2;5;9;3; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;7;10;2;1;6;1;1;1;1;1;1;1;1;1;1;090650002401;913;295,42312406132;090650002401161;09065000240116102
1;090650;002401;16;1;03;1;11;2;3;1;10; ;3;3;6;1; ;5;6;1; ; ;1;4;7;1;1;1;1;1;1;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;339,048449487565;090650002401161;09065000240116103
1;090650;002401;16;1;04;1;7;2;3;1;10; ;3;3;6;1; ;5;2;1; ; ;1;4;3;1;1;1;1;1;1;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090650002401;913;339,048449487565;090650002401161;09065000240116104
1;090650;009901;01;1;01;1;43;2;1;10;10;5;3;3;6;2;5;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;2;13;13;13;1;1;1;1;1;1;2;2;2;2;2;2;2;090650009901;911;455,604632236337;090650009901011;09065000990101101
1;090650;009901;01;1;02;2;40;1;2;10;10;5;3;3;6;2;8;6;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;13;13;13;1;1;1;1;1;1;1;2;2;2;2;2;2;090650009901;911;448,919841815063;090650009901011;09065000990101102
1;090650;009901;01;1;03;1;21;2;3;10;10;6;3;3;6;2;2;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;13;13;13;1;1;2;1;1;1;1;2;1;2;2;1;2;090650009901;911;455,604632236337;090650009901011;09065000990101103
