area;ciudad;conglomerado;vivienda;hogar;persona;s1p2;s1p3;s1p3b;s1p4;s1p5a;s1p5b;s1p6;s1p7;s1p8;s1p9;s1p10;s1p11;s1p12a;s1p12b;s1p13;s1p14a;s1p14c;s2p1;s2p2a;s2p2b;s2p3;s2p41;s2p42;s2p43;s2p44;s2p45;s2p5;s2p6;s2p7a;s2p7b;s2p8;s2p9;s2p10a;s2p10b;s6p1a;s6p1b;s6p2;s6p3;s6p4;s6p4a;s6p4b;s6p4c;s6p4d;s7p1a;s7p1b;s7p1a1;s7p1b1;s7p1b2;s7p1b3;s7p1b4;s7p1b5;s7p1b6;s7p2;s7p211;s7p212;s7p213;s7p214;s7p3;s7p4;s7p5;s7p6;s7p71;s7p72;s7p73;s7p74;s7p75;s7p76;s7p77;s7p78;s7p79;upm;estrato;fexp;id_hogar;id_per
1;090150;126602;10;1;02;2;44;2;2;10;10;5;3;3;7;2;8;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;13;8;13;1;1;2;2; ; ; ; ; ; ; ; ; ;090150126602;2612;457,78431651066;090150126602101;09015012660210102
1;090150;126602;10;1;03;2;11;2;3;10;10; ;3;3;7;1; ;5;4;1; ; ;1;4;5;1;1;1;1;2;2;3;3;2; ;1;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;2;5;8;13;3;1;3;1; ; ; ; ; ; ; ; ; ;090150126602;2612;588,274622902444;090150126602101;09015012660210103
1;090150;126602;11;1;01;1;55;2;1;1;10;1;3;3;3;2;5;8;3; ;1;550720;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;1;2;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;090150126602;2612;464,60110634478;090150126602111;09015012660211101
1;090150;126602;11;1;02;2;45;2;2;2;10;1;3;3;6;2;5;6;5; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;1;2;13;13;1;1;5;1;1;1;2;2;2;2;2;1;2;090150126602;2612;457,78431651066;090150126602111;09015012660211102
1;090150;126602;11;1;03;1;23;2;3;1;10;5;3;3;6;2;5;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;3;0;1;1;1;1;1;1;2;2;1;1;2;7;13;13;1;1;4;1;1;1;2;2;2;2;2;1;2;090150126602;2612;464,60110634478;090150126602111;09015012660211103
1;090150;126602;11;1;04;2;19;2;3;10;10;6;3;3;6;2;5;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;7;13;13;1;1;4;1;1;1;2;2;2;2;2;1;2;090150126602;2612;457,78431651066;090150126602111;09015012660211104
1;090150;126602;11;1;05;2;26;1;4;1;10;5;3;3;6;2;5;9;3; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;7;13;13;1;1;4;1;1;1;1;2;2;2;2;1;2;090150126602;2612;457,78431651066;090150126602111;09015012660211105
1;090150;126602;11;1;06;1;5;2;5;1;10; ;3;3;6;1; ;5;0;2; ; ;1;4;1;1;1;1;2;1;2;3;3;2; ;1;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150126602;2612;533,209054764815;090150126602111;09015012660211106
1;090150;126602;11;1;07;1;84;2;7;10;10;6;3;3;6;2;1;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;2;2;2;2;2;1;2;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;090150126602;2612;464,60110634478;090150126602111;09015012660211107
1;090150;126602;12;1;01;1;44;2;1;10;10;5;3;3;6;2;2;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;5;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;1;2;7;8;1;1;1;2; ; ; ; ; ; ; ; ; ;090150126602;2612;464,60110634478;090150126602121;09015012660212101
1;090150;126602;12;1;02;2;43;2;2;10;10;5;3;3;6;2;1;1; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;1;2;5;9;1;1;4;2; ; ; ; ; ; ; ; ; ;090150126602;2612;457,78431651066;090150126602121;09015012660212102
1;090150;126602;12;1;03;1;21;2;3;10;10;5;3;3;6;2;2;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;1;2;4;7;1;1;4;2; ; ; ; ; ; ; ; ; ;090150126602;2612;464,60110634478;090150126602121;09015012660212103
1;090150;126602;12;1;04;2;17;2;3;1;10;6;3;3;6;1; ;7;1; ; ; ;1;6;2;1;1;1;1;2;2;1;1;2; ; ; ; ; ;2; ;5;7;1;2;0;0;0;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1;1;1;1;1;1;1;2;2;2;090150126602;2612;457,78431651066;090150126602121;09015012660212104
1;090150;126602;12;1;05;2;23;1;4;10;10;5;3;3;6;2;2;7;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;1;2;7;8;1;1;2;2; ; ; ; ; ; ; ; ; ;090150126602;2612;457,78431651066;090150126602121;09015012660212105
1;090150;126602;12;1;06;1;0;2;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;090150126602;2612;533,209054764815;090150126602121;09015012660212106
1;090150;126602;12;1;07;2;24;2;9;10;10;5;3;3;6;2;15;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;1;2;7;8;1;1;4;2; ; ; ; ; ; ; ; ; ;090150126602;2612;457,78431651066;090150126602121;09015012660212107
1;090150;126602;12;1;08;1;24;2;9;10;10;5;3;3;6;2;15;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;1;2;7;8;1;1;4;2; ; ; ; ; ; ; ; ; ;090150126602;2612;464,60110634478;090150126602121;09015012660212108
1;090150;126602;12;1;09;1;5;2;9;10;10; ;3;3;6;1; ;5;0;1; ; ;1;4;1;1;2;1;2;2;2;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150126602;2612;533,209054764815;090150126602121;09015012660212109
1;090150;126602;12;1;10;2;2;2;9;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;090150126602;2612;588,274622902444;090150126602121;09015012660212110
1;090150;126602;13;1;01;2;45;2;1;10;10;6;3;3;5;2;5;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;1;2;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;090150126602;2612;457,78431651066;090150126602131;09015012660213101
1;090150;126602;13;1;02;1;23;1;3;10;10;6;3;3;5;1; ;9;4; ;2; ;1;8;5; ; ; ; ; ; ;1;1;2; ; ; ; ; ;1;1;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;13;1;1;5;1;1;1;1;1;1;1;1;1;2;090150126602;2612;464,60110634478;090150126602131;09015012660213102
1;090150;126602;13;1;03;1;19;2;3;10;10;6;3;3;5;1; ;9;2; ;2; ;1;8;3; ; ; ; ; ; ;1;1;2; ; ; ; ; ;1;2;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;13;1;1;5;1;1;1;1;1;1;1;1;1;2;090150126602;2612;464,60110634478;090150126602131;09015012660213103
1;090150;126602;13;1;04;1;18;2;3;10;10;6;3;3;5;1; ;9;1; ;2; ;1;8;2; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;11;2;5;13;1;1;6;1;1;1;1;1;1;1;1;1;2;090150126602;2612;464,60110634478;090150126602131;09015012660213104
1;090150;126602;14;1;01;2;59;1;1;1;10;2;3;3;2;2;5;9;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;5;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;9;10;2;1;2;1;2;2;1;2;2;2;2;2;2;090150126602;2612;457,78431651066;090150126602141;09015012660214101
1;090150;126602;14;1;02;1;31;2;3;1;10;6;3;3;2;2;2;9;4; ;1;659999;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;10;0;0;0;1;1;1;1;1;1;1;1;1;1;2;4;6;8;2;1;4;1;1;1;1;1;1;2;1;1;2;090150126602;2612;464,60110634478;090150126602141;09015012660214102
1;090150;126602;14;1;03;1;31;2;3;1;10;6;3;3;2;2;2;9;4; ;1;659999;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;10;0;0;0;1;1;1;1;1;1;1;1;1;1;2;4;6;8;2;1;4;1;1;1;1;1;1;2;1;1;2;090150126602;2612;464,60110634478;090150126602141;09015012660214103
1;090150;126602;14;1;04;2;26;2;3;10;10;6;3;3;2;2;2;9;4; ;1;659999;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;7;30;0;0;2; ; ; ; ; ; ; ; ;1;2;5;7;8;1;1;3;1;1;1;1;1;1;2;1;1;2;090150126602;2612;457,78431651066;090150126602141;09015012660214104
1;090150;130001;01;1;01;2;64;1;1;10;10;4;3;3;6;2;8;6;4; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;7;1;5;5;1;1;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001011;09015013000101101
1;090150;130001;01;1;02;2;43;2;3;1;10;6;3;3;6;2;5;6;5; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;5;7;8;5;1;1;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001011;09015013000101102
1;090150;130001;01;1;03;1;8;2;5;1;10; ;3;3;6;1; ;5;3;1; ; ;1;4;4;1;2;2;2;2;2;1;1;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;816,476365108622;090150130001011;09015013000101103
1;090150;130001;02;1;01;1;54;2;1;2;10;1;3;3;5;2;5;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;711,420444090444;090150130001021;09015013000102101
1;090150;130001;02;1;02;2;55;2;2;10;10;1;3;3;5;2;5;4;1;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;1;1;2;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001021;09015013000102102
1;090150;130001;02;1;03;1;15;2;3;2;10;6;3;3;5;1; ;5;10;1; ; ;1;6;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ;1;2;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;5;7;8;1;1;2;1;1;1;1;1;1;1;1;1;1;090150130001;2612;711,420444090444;090150130001021;09015013000102103
1;090150;130001;02;1;04;1;19;1;7;10;10;6;3;3;5;1; ;8;1; ;2; ;1;7;2; ; ; ; ; ; ;3;3;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;5;7;8;1;1;3;1;1;1;1;1;1;1;1;1;1;090150130001;2612;711,420444090444;090150130001021;09015013000102104
1;090150;130001;03;1;01;2;55;2;1;10;10;4;4;3;6;2;3;6;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;11;13;13;13;1;4;1;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001031;09015013000103101
1;090150;130001;03;1;02;1;35;2;3;10;10;6;4;3;6;2;11;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;1;10;0;4;0;1;1;1;1;1;1;1;1;1;1;1;5;6;13;1;1;1;1;1;1;1;2;2;2;2;2;2;090150130001;2612;711,420444090444;090150130001031;09015013000103102
1;090150;130001;03;1;03;1;28;1;3;1;10;6;4;3;6;2;4;6;5; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;5;7;6;2;1;1;1;1;2;1;2;2;1;1;2;2;090150130001;2612;711,420444090444;090150130001031;09015013000103103
1;090150;130001;03;1;04;1;20;2;3;10;10;6;1;3;6;2;11;5;9;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;3;4;3;4;2;1;1;2;1;1;1;2;1;2;2;2;090150130001;2612;711,420444090444;090150130001031;09015013000103104
1;090150;130001;03;1;05;1;8;2;5;10;10; ;4;3;6;1; ;5;2;1; ; ;1;4;3;1;1;1;1;1;1;1;2;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;816,476365108622;090150130001031;09015013000103105
1;090150;130001;04;1;01;2;66;1;1;10;10;2;4;3;6;2;1;6;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001041;09015013000104101
1;090150;130001;05;1;01;2;71;2;1;1;10;6;3;3;7;2;3;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001051;09015013000105101
1;090150;130001;05;1;02;2;46;2;3;10;10;6;3;3;2;2;5;6;4; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;3;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001051;09015013000105102
1;090150;130001;05;1;03;1;24;1;4;1;10;1;3;3;7;2;5;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;4;7;8;1;1;1;1;2;2;1;2;1;2;2;1;2;090150130001;2612;711,420444090444;090150130001051;09015013000105103
1;090150;130001;05;1;04;2;24;2;5;1;10;1;3;3;2;2;12;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;5;7;8;1;1;1;1;1;1;1;2;2;2;1;1;2;090150130001;2612;700,982234656948;090150130001051;09015013000105104
1;090150;130001;05;1;05;2;0;2;5;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;090150130001;2612;900,795516319368;090150130001051;09015013000105105
1;090150;130001;06;1;01;1;47;1;1;10;10;5;3;3;3;2;5;6;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;1;4;0;2;0;1;1;1;1;1;1;1;1;1;1;1;2;7;11;1;1;4;1;2;2;1;2;2;2;2;2;2;090150130001;2612;711,420444090444;090150130001061;09015013000106101
1;090150;130001;06;1;02;2;47;2;2;10;10;5;3;3;5;2;8;6;4; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;7;11;1;1;4;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001061;09015013000106102
1;090150;130001;06;1;03;2;16;2;3;10;10;6;3;3;4;1; ;7;2; ; ; ;1;6;3;1;1;1;1;1;1;1;1;2; ; ; ; ; ;2; ;5;2;1;5;0;0;0;2; ; ; ; ; ; ; ; ;1;1;2;5;8;1;1;4;1;1;1;1;1;1;1;1;1;1;090150130001;2612;700,982234656948;090150130001061;09015013000106103
1;090150;130001;06;1;04;2;13;2;3;10;10;6;3;3;5;1; ;5;9;1; ; ;1;4;10;1;1;1;1;1;1;1;1;2; ;2;2;2; ;2; ;5;2;1;5;0;0;0;2; ; ; ; ; ; ; ; ;1;1;2;5;8;1;1;2;1; ; ; ; ; ; ; ; ; ;090150130001;2612;900,795516319368;090150130001061;09015013000106104
1;090150;130001;06;1;05;1;27;2;7;1;10;2;3;3;4;2;5;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;7;8;10;1;1;4;1;2;2;1;2;2;2;2;2;2;090150130001;2612;711,420444090444;090150130001061;09015013000106105
1;090150;130001;07;1;01;1;62;1;1;10;10;6;2;3;3;2;3;1; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;711,420444090444;090150130001071;09015013000107101
1;090150;130001;08;1;01;1;19;1;1;10;10;5;4;3;6;2;5;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;6;0;0;30;1;1;1;1;1;1;1;1;1;1;1;2;3;5;4;1;3;1;1;1;2;2;2;2;2;2;2;090150130001;2612;711,420444090444;090150130001081;09015013000108101
1;090150;130001;08;1;02;2;20;2;2;10;10;5;4;3;6;2;15;5;8;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001081;09015013000108102
1;090150;130001;08;1;03;1;2;2;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;090150130001;2612;816,476365108622;090150130001081;09015013000108103
1;090150;130001;09;1;01;2;69;1;1;10;10;4;4;3;6;2;1;6;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001091;09015013000109101
1;090150;130001;09;1;02;1;21;2;5;10;10;6;4;3;6;2;3;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;7;8;10;1;1;3;1;1;1;1;2;2;2;2;2;2;090150130001;2612;711,420444090444;090150130001091;09015013000109102
1;090150;130001;10;1;01;2;47;2;1;10;10;2;3;3;6;2;3;6;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;8;13;13;4;1;1;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001101;09015013000110101
1;090150;130001;10;1;02;1;20;1;3;10;10;6;3;3;6;2;3;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;4;6;4;1;5;1;2;2;1;2;1;1;2;2;2;090150130001;2612;711,420444090444;090150130001101;09015013000110102
1;090150;130001;11;1;01;1;63;1;1;10;10;5;3;3;6;2;2;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;711,420444090444;090150130001111;09015013000111101
1;090150;130001;11;1;02;2;56;2;2;10;10;5;3;3;6;2;3;4;3;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001111;09015013000111102
1;090150;130001;12;1;01;1;43;1;1;10;10;5;3;3;6;2;3;6;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;3;1;2;0;0;0;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;711,420444090444;090150130001121;09015013000112101
1;090150;130001;12;1;02;2;42;2;2;10;10;5;3;3;6;2;3;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;10;1;5;13;5;1;1;2; ; ; ; ; ; ; ; ; ;090150130001;2612;700,982234656948;090150130001121;09015013000112102
1;090150;130001;12;1;03;1;7;2;3;10;10; ;3;3;6;1; ;5;2;1; ; ;1;4;3;1;2;2;2;2;2;1;1;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130001;2612;816,476365108622;090150130001121;09015013000112103
1;090150;130001;12;1;04;2;4;2;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;090150130001;2612;900,795516319368;090150130001121;09015013000112104
1;090150;130203;01;1;01;2;50;2;1;1;10;2;3;3;6;2;5;10;2; ;1;750101;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;2;10;9;1;1;2;2; ; ; ; ; ; ; ; ; ;090150130203;2612;486,395836292576;090150130203011;09015013020301101
1;090150;130203;01;1;02;1;29;2;3;1;10;6;3;3;6;1; ;7;3; ; ; ;1;8;1; ; ; ; ; ; ;2;1;2; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;8;5;9;2;1;3;1;1;1;1;2;1;1;1;2;2;090150130203;2612;493,638675491329;090150130203011;09015013020301102
1;090150;130203;01;1;03;2;23;1;3;10;10;6;3;3;6;1; ;9;3; ;2; ;1;8;4; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;9;10;13;2;1;3;1;1;1;1;1;1;1;1;1;2;090150130203;2612;486,395836292576;090150130203011;09015013020301103
1;090150;130203;01;1;04;1;21;2;3;10;10;6;3;3;6;2;13;7;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;6;2;1;5;1;1;4;1;1;1;1;1;2;1;1;2;2;090150130203;2612;493,638675491329;090150130203011;09015013020301104
1;090150;130203;01;1;05;2;80;2;7;1;10;4;3;3;6;2;1;6;6; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130203;2612;486,395836292576;090150130203011;09015013020301105
1;090150;130203;02;1;01;1;73;2;1;1;10;1;3;3;6;2;4;4;5;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130203;2612;493,638675491329;090150130203021;09015013020302101
1;090150;130203;02;1;02;2;66;1;2;10;10;1;3;3;6;2;3;4;4;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130203;2612;486,395836292576;090150130203021;09015013020302102
1;090150;130203;02;1;03;1;49;2;3;1;10;3;3;3;6;2;2;9;4; ;1;650107;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;1;2;3;8;2;1;4;1;1;1;1;1;1;1;1;1;2;090150130203;2612;493,638675491329;090150130203021;09015013020302103
1;090150;130203;04;1;01;1;63;2;1;10;10;6;3;3;6;2;5;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130203;2612;493,638675491329;090150130203041;09015013020304101
1;090150;130203;04;1;02;1;58;1;7;10;10;6;3;3;6;2;5;4;6;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;090150130203;2612;493,638675491329;090150130203041;09015013020304102
