area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;sp01;af101;af102h;af102m;af201cod;af201d;af201h;af201m;af202cod;af202d;af202h;af202m;af203cod;af203d;af203h;af203m;af204h;af204m;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;170150;043302;051;04;1;01;2;58;1;10;10;6;2; ; ; ;2;9;4; ;1;30410401;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;1;800;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;7;1;30;1;7;0;40;1;0;1;2511;396,370021597662;5; ;952;0;0;9; ; ; ; ; ;170150043302;17015004330205104;170150043302051041;17015004330205104101;202412
1;170150;043302;051;04;1;02;2;57;7;1;10;6;2; ; ; ;2;8;2; ;1;10410502;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;2825;3322;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;25;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1000;100;1;4; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;2; ; ; ;1;1;0;50;1;7;0;30;3;0;1;2511;396,370021597662;5;1104;952;0;0;1;1; ;1;3;3;170150043302;17015004330205104;170150043302051041;17015004330205104102;202412
1;170150;043302;051;05;1;01;1;39;1;1;10;1;2; ; ; ;2;10;2; ;1;50410307;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8411;1112;1; ; ; ;3;2;2;1;1;2;1;2;2;1;1;1;2;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1200;600;1;75; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;1;2;1;30;2; ; ; ;1;1;0;20;8;0;1;2511;396,370021597662;5;1875;707;0;0;1;1; ;1;1;15;170150043302;17015004330205105;170150043302051051;17015004330205105101;202412
1;170150;043302;051;05;1;02;2;34;2;1;10;1;2; ; ; ;2;8;3; ;1;20410402;6;1; ;2;1; ; ; ; ; ;45; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5229;3322;2; ; ; ;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;50;1;1;1;45; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;800;120;1;33; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ;1;5;1;0;2; ; ; ;1;5;0;45;6;0;1;2511;396,370021597662;5;953;707;0;0;1;1; ;1;3;8;170150043302;17015004330205105;170150043302051051;17015004330205105102;202412
1;170150;043302;051;05;1;03;2;13;3;1;10;6;1;1;3;4; ;5;8;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2511;396,370021597662;3; ;707;0;0;0; ; ; ; ; ;170150043302;17015004330205105;170150043302051051;17015004330205105103;202412
1;170150;043302;051;05;1;04;1;6;3;1;10; ;1;1;3;4; ;5;1;2; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2511;396,370021597662;3; ;707;0;0;0; ; ; ; ; ;170150043302;17015004330205105;170150043302051051;17015004330205105104;202412
1;170150;043302;051;06;1;01;2;51;1;10;10;3;2; ; ; ;11;6;6; ; ; ;6;2;130350;2;1; ; ; ; ; ;66; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4763;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;20;6;1;2;2;1;1;66; ; ; ; ; ; ; ; ; ; ; ;5;1200;2; ;700; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;2;1;30;1;5;0;20;3;30;1;2511;396,370021597662;4;500;166,666666666667;0;0;1;1; ;1;5;7;170150043302;17015004330205106;170150043302051061;17015004330205106101;202412
1;170150;043302;051;06;1;02;1;30;3;10;10;6;2; ; ; ;11;9;4; ;2; ;6;1; ;2;1; ; ; ; ; ;66; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4763;5223;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;6;1;2;3;1;1;66; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;1;1;1;0;2; ; ; ;1;5;0;30;3;0;1;2511;396,370021597662;5; ;166,666666666667;0;0;5;1; ;1;5;7;170150043302;17015004330205106;170150043302051061;17015004330205106102;202412
1;170150;043302;051;06;1;03;2;23;3;10;10;6;1;2;1;4; ;9;3; ;2; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2; ; ; ;2; ; ; ;1;5;0;30;5;0;1;2511;396,370021597662;5; ;166,666666666667;0;0;9; ; ; ; ; ;170150043302;17015004330205106;170150043302051061;17015004330205106103;202412
1;170150;043302;051;07;1;01;1;63;1;1;10;1;2; ; ; ;11;9;5; ;1;30410203;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1000;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ;2; ; ; ;1;1;0;20;1;7;0;40;3;0;1;2511;396,370021597662;5; ;1087,5;0;0;9; ; ; ; ; ;170150043302;17015004330205107;170150043302051071;17015004330205107101;202412
1;170150;043302;051;07;1;02;2;59;2;1;10;1;2; ; ; ;2;9;5; ;1;30910205;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;4; ; ; ; ; ; ; ; ; ; ;8620;2211;1; ; ; ;1;2;2;2;1;1;1;2;2;1;1;1;30;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2500;400;1;50; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2; ; ; ;1;1;0;20;1;7;1;30;3;50;1;2511;396,370021597662;5;2950;1087,5;0;0;1;1; ;1;2;17;170150043302;17015004330205107;170150043302051071;17015004330205107102;202412
1;170150;043302;051;07;1;03;1;19;3;10;10;6;1;1;3;4; ;7;3; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;2; ; ; ;1;7;2;0;1;7;2;0;4;0;1;2511;396,370021597662;4; ;1087,5;0;0;9; ; ; ; ; ;170150043302;17015004330205107;170150043302051071;17015004330205107103;202412
1;170150;043302;051;07;1;04;2;93;6;1;10;4;2; ; ; ;1;6;6; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;400;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2511;396,370021597662;4; ;1087,5;0;0;9; ; ; ; ; ;170150043302;17015004330205107;170150043302051071;17015004330205107104;202412
1;170150;048901;051;01;1;01;1;32;1;1;10;6;2; ; ; ;2;9;5; ;1;30210205;6;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;7310;2166;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;7;1;1;30;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1200;100;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;2; ; ; ;1;4;0;30;1;5;0;50;3;0;1;2512;424,032244857837;5;1300;410;0;0;1;1; ;1;2;13;170150048901;17015004890105101;170150048901051011;17015004890105101101;202412
1;170150;048901;051;01;1;02;1;84;7;2;10;1;2; ; ; ;1;4;2;1; ; ;6;1; ;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;80;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2512;424,032244857837;3; ;410;0;0;9; ; ; ; ; ;170150048901;17015004890105101;170150048901051011;17015004890105101102;202412
1;170150;048901;051;01;1;03;2;78;7;2;10;1;2; ; ; ;1;4;2;1; ; ;6;1; ;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;180;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2512;424,032244857837;3; ;410;0;0;9; ; ; ; ; ;170150048901;17015004890105101;170150048901051011;17015004890105101103;202412
1;170150;048901;051;01;1;04;1;45;7;2;10;6;2; ; ; ;11;4;6;1; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;80;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88; ; ; ;88; ; ; ;88; ; ; ;88; ; ; ;88;88;1;2512;424,032244857837;3; ;410;0;0;9; ; ; ; ; ;170150048901;17015004890105101;170150048901051011;17015004890105101104;202412
1;170150;048901;051;02;1;01;1;61;1;2;10;5;2; ; ; ;11;6;6; ; ; ;6;2;170152;1;1; ; ; ; ; ;25;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;4922;8331;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;25;3;1;1;3;1;1;25; ; ; ; ; ; ; ; ; ; ; ;2;700;2; ;200; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ;2; ; ; ;1;2;1;0;1;4;0;40;5;0;1;2512;424,032244857837;4;500;250;0;0;1;1; ;1;8;8;170150048901;17015004890105102;170150048901051021;17015004890105102101;202412
1;170150;048901;051;02;1;02;2;51;2;2;10;5;2; ; ; ;8;6;5; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ;2; ; ; ;2; ; ; ;1;5;1;0;3;0;1;2512;424,032244857837;4; ;250;0;0;9; ; ; ; ; ;170150048901;17015004890105102;170150048901051021;17015004890105102102;202412
1;170150;048901;051;03;1;01;1;59;1;1;10;1;2; ; ; ;5;6;6; ; ; ;6;2;90850;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;2220;8142;2; ; ; ;2;2;2;1;1;1;1;2;2;2;1;1;22;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;450;120;1;38; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;1;5;0;30;1;5;0;30;1;5;0;30;2;0;1;2512;424,032244857837;4;608;355,333333333333;0;0;1;1; ;1;8;3;170150048901;17015004890105103;170150048901051031;17015004890105103101;202412
1;170150;048901;051;03;1;02;2;50;2;1;10;1;2; ; ; ;5;6;6; ; ; ;6;2;90850;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;2220;9321;2; ; ; ;3;1;2;1;1;1;1;2;2;2;1;1;16;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;200;200;1;58; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2; ; ; ;1;5;0;20;1;5;0;20;2;0;1;2512;424,032244857837;4;458;355,333333333333;0;0;4;1; ;1;9;3;170150048901;17015004890105103;170150048901051031;17015004890105103102;202412
1;170150;048901;051;03;1;03;2;18;3;10;10;6;2; ; ; ;3;7;3; ; ; ;6;2;90850;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;8;16; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;1;1;1;2;2;2;2;2;2;2;8;7; ; ; ;1;5;0;30;1;5;0;45;1;3;0;30;3;0;1;2512;424,032244857837;4; ;355,333333333333;0;0;7; ;1; ; ; ;170150048901;17015004890105103;170150048901051031;17015004890105103103;202412
1;170150;048901;051;04;1;01;1;39;1;1;10;1;2; ; ; ;5;6;4; ; ; ;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;2220;4321;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;6;1;1;30;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;600;62;1;5; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;2; ; ; ;2; ; ; ;1;2;0;20;3;0;1;2512;424,032244857837;4;667;355,666666666667;0;0;1;1; ;1;4;3;170150048901;17015004890105104;170150048901051041;17015004890105104101;202412
1;170150;048901;051;04;1;02;2;32;2;10;10;1;2; ; ; ;2;9;5; ;1;30210201;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1811;7322;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;6;6;1;1;2;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5;700;2; ;300; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;2; ; ; ;1;5;0;15;5;0;1;2512;424,032244857837;5;400;355,666666666667;0;0;4;1; ;2;7;3;170150048901;17015004890105104;170150048901051041;17015004890105104102;202412
1;170150;048901;051;04;1;03;2;11;3;1;10; ;1;1;4;4; ;5;7;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2512;424,032244857837;3; ;355,666666666667;0;0;0; ; ; ; ; ;170150048901;17015004890105104;170150048901051041;17015004890105104103;202412
1;170150;048901;051;05;1;01;1;45;1;10;10;5;2; ; ; ;5;6;6; ; ; ;6;3;862;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4520;7213;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;15;1;1;3;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;300;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;2; ; ; ;2; ; ; ;1;5;0;45;4;0;1;2512;424,032244857837;4;300;104;0;0;4;1; ;1;7;7;170150048901;17015004890105105;170150048901051051;17015004890105105101;202412
1;170150;048901;051;05;1;02;2;46;2;10;10;5;2; ; ; ;8;6;1; ; ; ;6;3;862;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;2; ; ; ;2; ; ; ;1;5;0;15;3;0;1;2512;424,032244857837;3; ;104;0;0;9; ; ; ; ; ;170150048901;17015004890105105;170150048901051051;17015004890105105102;202412
1;170150;048901;051;05;1;03;1;11;9;10;10; ;1;1;1;4; ;5;5;1; ; ;6;3;862;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;12;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;4;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2512;424,032244857837;3; ;104;0;0;0; ; ; ; ; ;170150048901;17015004890105105;170150048901051051;17015004890105105103;202412
1;170150;048901;051;06;1;01;1;91;1;10;10;1;2; ; ; ;1;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;150;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2512;424,032244857837;3; ;75;1;0;9; ; ; ; ; ;170150048901;17015004890105106;170150048901051061;17015004890105106101;202412
1;170150;048901;051;06;1;02;2;88;2;10;10;1;2; ; ; ;1;1; ;2; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2512;424,032244857837;1; ;75;1;0;9; ; ; ; ; ;170150048901;17015004890105106;170150048901051061;17015004890105106102;202412
1;170150;048901;051;07;1;01;2;38;1;10;10;6;2; ; ; ;11;4;6;1; ; ;6;3;170;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;9700;9111;10; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;12;8;1;1; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;300;0;1;60; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2; ; ; ;1;5;1;30;1;5;0;30;2;0;2;2512;424,032244857837;3;360;360;0;0;4;1; ;3;9;20;170150048901;17015004890105107;170150048901051071;17015004890105107101;202412
1;170150;050701;050;01;1;01;1;72;1;1;10;1;2; ; ; ;2;9;5; ;1;30310403;6;2;50150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1520;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2511;495,801761146949;5; ;687,5;0;0;9; ; ; ; ; ;170150050701;17015005070105001;170150050701050011;17015005070105001101;202412
1;170150;050701;050;01;1;02;2;70;2;1;10;1;2; ; ; ;2;9;4; ;1;30910302;6;2;50150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1230;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2511;495,801761146949;5; ;687,5;0;0;9; ; ; ; ; ;170150050701;17015005070105001;170150050701050011;17015005070105001102;202412
1;170150;050701;050;01;1;03;1;16;5;10;10;6;1;1;3;1; ;7;1; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;0;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2511;495,801761146949;4; ;687,5;0;0;9; ; ; ; ; ;170150050701;17015005070105001;170150050701050011;17015005070105001103;202412
1;170150;050701;050;01;1;04;2;15;5;10;10;6;1;1;3;1; ;5;10;1; ; ;6;2;230150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2511;495,801761146949;3; ;687,5;0;0;9; ; ; ; ; ;170150050701;17015005070105001;170150050701050011;17015005070105001104;202412
1;170150;050701;050;02;1;01;1;26;1;10;10;5;2; ; ; ;5;7;3; ; ; ;6;2;230150;1;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;4100;3112;2; ; ; ;2;1;2;1;2;1;2;2;2;2;2;2;0;2;1;10;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;500;0;1;80; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;1;5;0;20;1;5;0;15;1;5;4;0;4;0;1;2511;495,801761146949;4;580;290;0;0;1;1; ;1;3;6;170150050701;17015005070105002;170150050701050021;17015005070105002101;202412
1;170150;050701;050;02;1;02;2;23;2;10;10;5;2; ; ; ;17;9;5; ;2; ;6;2;230150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;2; ; ; ;2; ; ; ;1;3;0;30;2;0;1;2511;495,801761146949;5; ;290;0;0;9; ; ; ; ; ;170150050701;17015005070105002;170150050701050021;17015005070105002102;202412
