area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;sp01;af101;af102h;af102m;af201cod;af201d;af201h;af201m;af202cod;af202d;af202h;af202m;af203cod;af203d;af203h;af203m;af204h;af204m;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;60650;000401;051;07;1;01;1;63;1;10;10;3;2; ; ; ;11;4;6;1; ; ;1;2;60652;1;1; ; ; ; ; ;28;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;50;10;1;1;3;2;2;20;8;0;4722;5221;6;2;9;1;1;3;2;5;50;1;15;0; ; ; ; ;50;2; ;1;120;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;2; ; ; ;1;3;0;30;1;7;0;40;3;0;1;0611;284,177092419878;3;115;235;0;0;4;1; ;2;6;1;060650000401;06065000040105107;060650000401051071;06065000040105107101;202412
2;60652;901202;050;01;1;01;1;30;1;10;10;1;2; ; ; ;3;5;7;1; ; ;1;1; ;1;1; ; ; ; ; ;42; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;20;10;1;3;3;2;1;42; ; ; ; ; ; ; ; ; ; ; ;5;0;1;53;25; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;1;2;0;30;1;7;0;30;1;7;0;40;1;0;1;0621;2953,72499026275;3;28;8,6;1;1;4;1; ;2;6;1;060652901202;06065290120205001;060652901202050011;06065290120205001101;202412
2;60652;901202;050;01;1;02;2;29;2;10;10;1;2; ; ; ;3;5;7;1; ; ;1;1; ;1;1; ; ; ; ; ;42; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16;10;1;3;3;2;1;42; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ;2; ; ; ;1;7;0;30;1;7;0;40;1;0;1;0621;2953,72499026275;3; ;8,6;1;1;5;1; ;2;9;1;060652901202;06065290120205001;060652901202050011;06065290120205001102;202412
2;60652;901202;050;01;1;03;2;12;3;10;10;6;1;1;1;4; ;5;6;1; ; ;1;1; ;1;1; ; ; ; ; ;7;7; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;150;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;10;1;3;3;2;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275;3; ;8,6;1;1;0; ; ; ; ; ;060652901202;06065290120205001;060652901202050011;06065290120205001103;202412
2;60652;901202;050;01;1;04;2;8;3;10;10; ;1;1;1;4; ;5;3;1; ; ;1;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275;3; ;8,6;1;1;0; ; ; ; ; ;060652901202;06065290120205001;060652901202050011;06065290120205001104;202412
2;60652;901202;050;01;1;05;1;6;3;10;10; ;1;1;1;4; ;5;1;2; ; ;1;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275;3; ;8,6;1;1;0; ; ; ; ; ;060652901202;06065290120205001;060652901202050011;06065290120205001105;202412
2;60652;901202;050;02;1;01;2;73;1;3;10;4;2; ; ; ;1;1; ;2; ; ;1;1; ;2;1; ; ; ; ; ;14;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;43;10;1;3;3;2;1;14; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;119;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275;1; ;212,333333333333;0;0;5;1; ;2;9;1;060652901202;06065290120205002;060652901202050021;06065290120205002101;202412
2;60652;901202;050;02;1;02;2;43;3;10;10;6;2; ; ; ;3;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ;62; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;27;10;1;3;3;2;1;62; ; ; ; ; ; ; ; ; ; ; ;5;406;1;67;90; ; ; ; ; ; ; ;2; ;2; ;1;80;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;1;7;0;30;1;7;0;30;1;7;2;0;0;30;1;0621;2953,72499026275;3;383;212,333333333333;0;0;4;1; ;2;6;1;060652901202;06065290120205002;060652901202050021;06065290120205002102;202412
2;60652;901202;050;02;1;03;2;19;5;10;10;6;2; ; ; ;13;7;3; ; ; ;1;1; ;2;1; ; ; ; ; ;32;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;10;1;3;3;2;1;32; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88; ; ; ;88; ; ; ;88; ; ; ;88; ; ; ;88;88;1;0621;2953,72499026275;4; ;212,333333333333;0;0;5;1; ;2;9;1;060652901202;06065290120205002;060652901202050021;06065290120205002103;202412
2;60652;901202;050;03;1;01;1;76;1;3;10;4;2; ; ; ;1;1; ;2; ; ;1;1; ;1;1; ; ; ; ; ;28;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;60;10;1;2;3;2;1;28; ; ; ; ; ; ; ; ; ; ; ;5;190;1;45;6; ; ; ; ; ; ; ;2; ;1;110;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275;1;229;197;0;0;4;1; ;2;6;1;060652901202;06065290120205003;060652901202050031;06065290120205003101;202412
2;60652;901202;050;03;1;02;2;36;3;10;10;6;2; ; ; ;11;4;3;1; ; ;1;1; ;1;1; ; ; ; ; ;28;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25;10;1;2;3;2;1;28; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;4;1;0;1;7;0;40;2;0;1;0621;2953,72499026275;3; ;197;0;0;5;1; ;2;9;1;060652901202;06065290120205003;060652901202050031;06065290120205003102;202412
2;60652;901202;050;04;1;01;1;55;1;10;10;1;2; ; ; ;3;4;4;1; ; ;1;1; ;2;1; ; ; ; ; ;70; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;45;10;1;5;3;2;1;70; ; ; ; ; ; ; ; ; ; ; ;5;455;1;43;80; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;1;3;1;0;1;3;0;20;1;7;3;0;1;0;1;0621;2953,72499026275;3;418;71,3333333333333;1;0;4;1; ;2;6;1;060652901202;06065290120205004;060652901202050041;06065290120205004101;202412
2;60652;901202;050;04;1;02;2;50;2;10;10;1;2; ; ; ;11;4;3;1; ; ;1;1; ;2;1; ; ; ; ; ;35;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;35;10;1;5;3;2;1;35; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;5;1;0;1;7;3;0;0;30;1;0621;2953,72499026275;3; ;71,3333333333333;1;0;5;1; ;2;9;1;060652901202;06065290120205004;060652901202050041;06065290120205004102;202412
2;60652;901202;050;04;1;03;2;25;3;10;10;6;2; ; ; ;11;5;4;1; ; ;1;1; ;2;1; ; ; ; ; ;7;6; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;10;1;5;3;2;1;7; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ;4;0;1;0621;2953,72499026275;3; ;71,3333333333333;1;0;5;1; ;2;9;1;060652901202;06065290120205004;060652901202050041;06065290120205004103;202412
2;60652;901202;050;04;1;04;2;12;3;10;10;6;1;1;1;4; ;5;7;1; ; ;1;1; ;2;1; ; ; ; ; ;9;7; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;150;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;10;1;5;3;2;1;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275;3; ;71,3333333333333;1;0;0; ; ; ; ; ;060652901202;06065290120205004;060652901202050041;06065290120205004104;202412
2;60652;901202;050;04;1;05;1;10;3;10;10; ;1;1;1;4; ;5;5;1; ; ;1;1; ;2;1; ; ; ; ; ;9;7; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;150;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;10;1;5;3;2;1;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275;3; ;71,3333333333333;1;0;0; ; ; ; ; ;060652901202;06065290120205004;060652901202050041;06065290120205004105;202412
2;60652;901202;050;04;1;06;2;7;3;10;10; ;1;1;1;4; ;5;2;2; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;0;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275;3; ;71,3333333333333;1;0;0; ; ; ; ; ;060652901202;06065290120205004;060652901202050041;06065290120205004106;202412
2;60652;901202;050;05;1;01;1;76;1;3;10;4;2; ; ; ;1;1; ;2; ; ;1;1; ;2;1; ; ; ; ; ;14;6; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;60;10;1;5;3;2;1;14; ; ; ; ; ; ; ; ; ; ; ;5;165;1;65;66; ; ; ; ; ; ; ;2; ;1;119;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275;1;164;68,2;1;0;4;1; ;2;6;1;060652901202;06065290120205005;060652901202050051;06065290120205005101;202412
2;60652;901202;050;05;1;02;1;36;3;10;10;6;2; ; ; ;3;6;6; ; ; ;1;1; ;2;1; ; ; ; ; ;42; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22;10;1;5;3;2;1;42; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;1;2;1;0;1;7;4;0;1;7;1;30;1;0;1;0621;2953,72499026275;4; ;68,2;1;0;5;1; ;2;9;1;060652901202;06065290120205005;060652901202050051;06065290120205005102;202412
2;60652;901202;050;05;1;03;2;30;3;10;10;4;2; ; ; ;3;5;1;2; ; ;1;1; ;2;1; ; ; ; ; ;21;1; ;4; ; ;1; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;10;1;5;3;2;1;21; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;1;0;30;1;3;3;0;2;0;1;0621;2953,72499026275;3; ;68,2;1;0;5;1; ;2;9;1;060652901202;06065290120205005;060652901202050051;06065290120205005103;202412
2;60652;901202;050;05;1;04;2;23;3;10;10;6;2; ; ; ;3;5;10;1; ; ;1;1; ;2;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8890;2342;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;0;8;1;1;3;2;2;40;10;0;150;9212;7; ;10;1;5;3;2;5;0;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;3;1;0;1;7;4;0;2;0;1;0621;2953,72499026275;3;0;68,2;1;0;4;1; ;2;2;17;060652901202;06065290120205005;060652901202050051;06065290120205005104;202412
2;60652;901202;050;05;1;05;1;6;5;10;10; ;1;1;1;4; ;5;1;2; ; ;1;1; ;2;1; ; ; ; ; ;2;7; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;150;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;10;1;5;3;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275;3; ;68,2;1;0;0; ; ; ; ; ;060652901202;06065290120205005;060652901202050051;06065290120205005105;202412
2;60652;901202;050;06;1;01;1;50;1;3;10;1;2; ; ; ;3;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ;42; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;40;10;1;4;3;2;1;42; ; ; ; ; ; ; ; ; ; ; ;3;315;1;99;91; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;1;1;0;30;1;7;0;40;1;7;1;30;1;0;1;0621;2953,72499026275;3;323;97,8;0;0;4;1; ;2;6;1;060652901202;06065290120205006;060652901202050061;06065290120205006101;202412
2;60652;901202;050;06;1;02;2;49;2;3;10;1;2; ; ; ;3;1; ;2; ; ;1;1; ;2;1; ; ; ; ; ;35;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;35;10;1;4;3;2;1;35; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;7;0;30;1;7;1;0;1;0;1;0621;2953,72499026275;1; ;97,8;0;0;5;1; ;2;9;1;060652901202;06065290120205006;060652901202050061;06065290120205006102;202412
2;60652;901202;050;06;1;03;1;21;3;10;10;5;2; ; ; ;3;7;3; ; ; ;1;1; ;2;1; ; ; ; ; ;52; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;10;1;2;3;2;2;35;17;0;150;9213;7; ;10;1;4;3;2;5;170;1;35;39; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;7;1;0;1;7;3;0;1;0;1;0621;2953,72499026275;4;166;97,8;0;0;4;1; ;2;6;1;060652901202;06065290120205006;060652901202050061;06065290120205006103;202412
2;60652;901202;050;06;1;04;2;19;4;10;10;5;2; ; ; ;3;7;3; ; ; ;1;2;60650;2;1; ; ; ; ; ;34;1; ;4; ; ;1; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;10;1;2;3;2;2;20;14;0;150;9213;7; ;10;1;4;3;2;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;4;1;0;1;7;0;40;3;0;1;0621;2953,72499026275;4; ;97,8;0;0;5;1; ;2;9;1;060652901202;06065290120205006;060652901202050061;06065290120205006104;202412
2;60652;901202;050;06;1;05;2;0;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ;2;60650; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0621;2953,72499026275; ; ;97,8;0;0;0; ; ; ; ; ;060652901202;06065290120205006;060652901202050061;06065290120205006105;202412
2;60652;901202;050;07;1;01;2;61;1;3;10;4;2; ; ; ;1;1; ;2; ; ;1;1; ;2;1; ; ; ; ; ;14;6; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;50;10;1;2;3;2;1;14; ; ; ; ; ; ; ; ; ; ; ;3;350;1;40;94; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2; ; ; ;2; ; ; ;1;7;0;20;3;0;1;0621;2953,72499026275;1;296;175,5;0;0;4;1; ;2;6;1;060652901202;06065290120205007;060652901202050071;06065290120205007101;202412
2;60652;901202;050;07;1;02;1;39;3;10;10;6;2; ; ; ;3;6;6; ; ; ;1;1; ;2;1; ; ; ; ; ;35;1; ;2;1;20; ;7; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25;10;1;2;3;2;1;35; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;2; ; ; ;1;5;1;0;1;7;1;0;1;0;1;0621;2953,72499026275;4; ;175,5;0;0;2;1; ;2;9;1;060652901202;06065290120205007;060652901202050071;06065290120205007102;202412
2;60950;000203;048;01;1;01;1;36;1;10;10;5;2; ; ; ;5;6;4; ; ; ;6;2;60953;2;1; ; ; ; ; ;61; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4520;7132;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;15;6;1;1;3;2;2;54;7;0;4711;5223;7; ;9;1;3;2;1;5;500;2; ;250; ; ; ; ; ; ; ;2; ;2; ;1;120;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;1;2;0;30;1;7;0;30;1;5;0;15;2;0;1;0623;405,022648174869;4;250;218,8;0;0;4;1; ;2;7;7;060950000203;06095000020304801;060950000203048011;06095000020304801101;202412
2;60950;000203;048;01;1;02;2;30;2;10;10;5;2; ; ; ;15;7;3; ; ; ;6;2;60953;2;1; ; ; ; ; ;56; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4711;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;9;1;3;2;1;1;56; ; ; ; ; ; ; ; ; ; ; ;5;3360;1;100;2800; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2; ; ; ;1;5;0;10;2; ; ; ;2;0;1;0623;405,022648174869;4;660;218,8;0;0;1;1; ;1;5;7;060950000203;06095000020304801;060950000203048011;06095000020304801102;202412
2;60950;000203;048;01;1;03;2;11;3;10;10; ;1;1;1;4; ;5;6;1; ; ;6;2;60150;2;1; ; ; ; ; ;7;7; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;4711;5223;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;9;1;3;2;1;1;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0623;405,022648174869;3; ;218,8;0;0;0; ; ; ; ; ;060950000203;06095000020304801;060950000203048011;06095000020304801103;202412
2;60950;000203;048;01;1;04;2;6;3;10;10; ;1;1;1;4; ;5;1;2; ; ;6;2;60150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0623;405,022648174869;3; ;218,8;0;0;0; ; ; ; ; ;060950000203;06095000020304801;060950000203048011;06095000020304801104;202412
2;60950;000203;048;01;1;05;2;0;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;2;60150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0623;405,022648174869; ; ;218,8;0;0;0; ; ; ; ; ;060950000203;06095000020304801;060950000203048011;06095000020304801105;202412
2;60950;000203;048;02;1;01;1;38;1;1;10;1;2; ; ; ;5;9;2; ;2; ;6;1; ;1;1; ; ; ; ; ;52; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8413;7231;1; ; ; ;3;2;2;2;1;1;1;2;2;1;1;1;1;1;2; ; ; ;2;40;12;0;150;9213;7; ;10;1;3;3;2;1; ; ; ; ;600;74;1;21; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2; ; ; ;1;5;0;10;1;7;0;30;5;0;1;0623;405,022648174869;5;695;576,5;0;0;1;1; ;1;7;15;060950000203;06095000020304802;060950000203048021;06095000020304802101;202412
2;60950;000203;048;02;1;02;2;37;2;3;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;20;10;1;3;3;2;1;50; ; ; ; ; ; ; ; ; ; ; ;3;1900;1;5;300; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;2; ; ; ;1;5;2;0;1;7;1;0;4;0;1;0623;405,022648174869;4;1605;576,5;0;0;1;1; ;2;6;1;060950000203;06095000020304802;060950000203048021;06095000020304802102;202412
2;60950;000203;048;02;1;03;2;19;3;3;10;6;1;6;3;1; ;9;1; ;2; ;6;2;60150;1;1; ; ; ; ; ;12;7; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;150;9211;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;10;1;3;3;2;1;12; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ;2; ; ; ;1;5;0;30;1;5;0;10;5;0;1;0623;405,022648174869;5; ;576,5;0;0;5;1; ;2;9;1;060950000203;06095000020304802;060950000203048021;06095000020304802103;202412
