anio,pais_procedencia,monto_millones_usd,porcentaje,fuente,documento
2025,Estados Unidos,6010.1,77.75535286887897,Banco Central del Ecuador,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/Remesas/eren2025anual.pdf
2025,EspaC1a,1088,14.075942816482309,Banco Central del Ecuador,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/Remesas/eren2025anual.pdf
2025,Italia,152.6,1.9742544795911767,Banco Central del Ecuador,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/Remesas/eren2025anual.pdf
2025,Resto del mundo,478.8,6.194449835047545,Banco Central del Ecuador,https://contenido.bce.fin.ec/documentos/Estadisticas/SectorExterno/BalanzaPagos/Remesas/eren2025anual.pdf
